num_objects,mean_area,mean_roundness,mean_perimeter,mask_path,source_path,class
343,99.90379308827244,1.026883734002127,40.649250091368,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EYKERARI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EYKERARI.tif,ADI
999,36.28428537415485,1.0224716297412422,35.57785266360508,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PRAEVYRC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PRAEVYRC.tif,ADI
1136,8.655810119149377,1.0173100070156322,11.092072741040235,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CEQQNFQC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CEQQNFQC.tif,ADI
249,95.65060528269451,1.05367346382945,49.4907755231636,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FFSKKPLW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FFSKKPLW.tif,ADI
484,103.81405270503811,1.0471201364304672,32.5274581056779,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DISASQHD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DISASQHD.tif,ADI
645,70.77209514903623,1.0534407527145528,15.200444257192983,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RKTVTYVL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RKTVTYVL.tif,ADI
222,275.20271096896266,1.1437988577263494,33.18069033407504,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GKVQDMET__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GKVQDMET.tif,ADI
288,206.19445063790428,1.1588979336284213,36.23251418573381,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GHLLFQIL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GHLLFQIL.tif,ADI
1708,8.299180577151223,1.0277610242046558,10.883236026102999,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AINKGHEG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AINKGHEG.tif,ADI
467,23.39614631302809,1.033198278766228,19.815602973229186,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RWCLGIRD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RWCLGIRD.tif,ADI
501,113.15369601356646,1.1256355359142178,26.228329776404873,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-SIRPKPYC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-SIRPKPYC.tif,ADI
1023,28.209189508120595,1.0075151766219343,21.458709823964064,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GHPVWMVM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GHPVWMVM.tif,ADI
1278,32.78795090660397,1.0493302014453894,22.70643229429525,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RACKSWRW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RACKSWRW.tif,ADI
665,79.68571667923308,1.0913396437711487,20.798555520234526,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LRTKFMMV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LRTKFMMV.tif,ADI
208,289.11058560708756,1.1063363634271821,42.57184280047204,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-SFQLRFYI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-SFQLRFYI.tif,ADI
465,21.604301724196926,1.0030807148990057,21.730840621989593,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EPARYREL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EPARYREL.tif,ADI
505,98.48911186920718,1.108816249161322,37.88870222836642,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MHFAKQEP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MHFAKQEP.tif,ADI
201,302.6865762559715,1.2243578855116921,27.479367363498607,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EYWWGMCL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EYWWGMCL.tif,ADI
661,79.70045625175274,1.1345331666448855,25.085207197584584,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CDMASYHS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CDMASYHS.tif,ADI
1136,15.88644413915273,1.030245430973282,16.25301941471934,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FLCCEMKI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FLCCEMKI.tif,ADI
141,440.624126710198,1.232887966915866,26.777370616149422,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FIRAQDMD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FIRAQDMD.tif,ADI
410,109.21951547574703,0.9763246950656697,31.53201577845704,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ALFNALPY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ALFNALPY.tif,ADI
322,27.381988400112153,1.0335704479930699,19.377681171192787,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MPSRWQSS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MPSRWQSS.tif,ADI
215,141.67442286012388,1.112069362477524,39.497266601708304,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FCPPISLR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FCPPISLR.tif,ADI
614,27.363193004318266,0.994507673911137,20.841594304347257,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IHTAFDEL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IHTAFDEL.tif,ADI
600,41.41333457726509,0.9482664686689459,26.06701998774157,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LMPAIAQM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LMPAIAQM.tif,ADI
856,28.02803822505536,1.0850193872827412,23.84412323601622,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IEGDDCGV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IEGDDCGV.tif,ADI
1372,9.55685159901237,1.0251271406235518,11.9493533467388,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PCDPVGFF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PCDPVGFF.tif,ADI
109,568.880751032417,1.1720215887907868,62.43209964611281,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FSTDKNTE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FSTDKNTE.tif,ADI
174,353.9367922403898,1.2311931592586003,20.365154126011912,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LIWGHVAV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LIWGHVAV.tif,ADI
726,76.11845958664458,1.0842829680662673,19.365718117691078,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DIYFWVHS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DIYFWVHS.tif,ADI
259,233.2548332610984,1.0994046035117189,31.89584079529084,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FPSRELKW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FPSRELKW.tif,ADI
418,134.09091311859592,1.226540727015847,18.122933076725904,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AHRWTIFQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AHRWTIFQ.tif,ADI
623,18.052970044664516,1.0811637802142422,17.80338426380734,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MGPYVWYR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MGPYVWYR.tif,ADI
114,538.3158056430684,1.1809689810471364,68.14798469206785,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ILKVWDHF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ILKVWDHF.tif,ADI
319,37.54545567320688,1.0267318195008408,30.65734789408324,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HRDHVQIC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HRDHVQIC.tif,ADI
474,116.38607944525413,1.147121336671907,14.153155655058795,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LWQKVYLP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LWQKVYLP.tif,ADI
765,74.38300877018911,1.1040210636555667,16.470285129823,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RACSSMPP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RACSSMPP.tif,ADI
291,42.993128439150325,1.066474037470493,31.02021220899799,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EDKQCEIV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EDKQCEIV.tif,ADI
960,21.439583977313816,0.9556799782665215,19.27484320030265,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RDEEALRN__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RDEEALRN.tif,ADI
64,1000.4219050496586,1.2686345902118763,39.79146132309203,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DCPVMWCF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DCPVMWCF.tif,ADI
334,123.81437497649571,1.0598396659286875,42.589684347099144,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-KNQVCGQK__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-KNQVCGQK.tif,ADI
490,35.55510310878446,1.0796320520374245,31.19822271839598,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-QILCSDFT__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-QILCSDFT.tif,ADI
869,23.408516238219086,0.9620556682026853,17.992922542253933,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GKGMFGGE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GKGMFGGE.tif,ADI
760,68.56710732270713,1.1170784955798116,21.90550376177871,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-KPQMFNTC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-KPQMFNTC.tif,ADI
613,73.26590758404757,1.054829986114619,17.039303428388344,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NIRKGYMA__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NIRKGYMA.tif,ADI
558,79.26165112630082,1.1024541735784017,39.415542490751484,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ERHAFNDL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ERHAFNDL.tif,ADI
292,202.61301978451453,1.2259080135159865,20.590999445615417,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EKWNGDVY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EKWNGDVY.tif,ADI
385,45.24155980047854,1.0660068782761702,23.81357490293735,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AMQIINLK__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AMQIINLK.tif,ADI
171,366.1579057351219,1.179509081968889,31.82933338594857,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-QNWKYIPR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-QNWKYIPR.tif,ADI
270,218.3777843371882,1.149156828244372,39.16719308526972,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HYLWGHKY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HYLWGHKY.tif,ADI
434,127.09677801115251,1.0620238171016376,30.024354614750134,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ADVHSHPD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ADVHSHPD.tif,ADI
1177,42.185217919623184,1.0774912736568298,18.796990447000805,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IIGVMRDG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IIGVMRDG.tif,ADI
342,175.862578381797,1.1527399377562622,25.67065521850663,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HSIWQCLR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HSIWQCLR.tif,ADI
431,136.83759111714934,1.114090370253006,21.307472077639982,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LSGAVLTW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LSGAVLTW.tif,ADI
271,164.01476507411064,1.0720959912509918,59.66069347098009,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CIGKTNTT__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CIGKTNTT.tif,ADI
209,291.59809488312976,1.1351895063482649,31.36032369634051,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RFPNYRRS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RFPNYRRS.tif,ADI
885,37.389831631552426,1.021846685725588,24.320035523466437,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LYYELELR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LYYELELR.tif,ADI
471,92.97877137029678,1.0518012992044432,32.53578578919642,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PDDEVTCD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PDDEVTCD.tif,ADI
868,30.011521638782842,0.9556121834788702,24.7893584149994,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NDRIDWRA__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NDRIDWRA.tif,ADI
1149,16.407311197787013,0.9880769666600092,15.567807376023188,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FQDQFSTR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FQDQFSTR.tif,ADI
571,29.838880055639546,1.0066360757712949,21.54831118406666,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PFNMLAAI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PFNMLAAI.tif,ADI
448,15.754464758930922,1.07790908691501,14.463883933733213,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HTVARGNW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HTVARGNW.tif,ADI
497,49.004025616802444,1.0236780491693431,22.856161552066215,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CCNEDTEV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CCNEDTEV.tif,ADI
1108,22.72472992445965,1.0362592457511932,20.79081131865307,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EKSACNGS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EKSACNGS.tif,ADI
449,41.41870948462771,1.0647308553229204,24.048893712031486,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RHDDNIHG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RHDDNIHG.tif,ADI
610,90.9901666674966,1.1278325342409592,23.567411378665934,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LSCMPCIW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LSCMPCIW.tif,ADI
227,261.171814012215,1.1568493311263461,46.075362625587196,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CLWRFCNN__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CLWRFCNN.tif,ADI
457,126.03939109437736,1.0965999086176785,24.93524061223707,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PTITKGFS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PTITKGFS.tif,ADI
993,35.85498597123552,1.0445558803029613,27.483437577202512,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LIKVEQKP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LIKVEQKP.tif,ADI
798,34.26942458824746,1.0604789950465923,28.91637291191508,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RKHQICFA__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RKHQICFA.tif,ADI
287,206.29268912323988,1.120115627631089,32.13442330880798,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AYSKMDDL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AYSKMDDL.tif,ADI
525,104.1161936035271,1.1441647683767553,29.101273135751445,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ETMFRYAQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ETMFRYAQ.tif,ADI
419,116.70406078467448,1.126614149831674,46.10357902217595,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HLCMATED__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HLCMATED.tif,ADI
473,118.24524668069488,1.053688793086153,20.93174100474936,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PDNMQEHH__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PDNMQEHH.tif,ADI
561,73.68449419186977,1.0401178366028598,38.69149406829243,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FSGKCYLQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FSGKCYLQ.tif,ADI
741,71.58434762926036,1.087539368156473,21.764375765756117,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HTREKNEQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HTREKNEQ.tif,ADI
752,74.27260861390405,1.0932027444286092,17.16333851363839,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-INEDKFER__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-INEDKFER.tif,ADI
365,53.43013859118169,1.0584736829400616,31.62948646898687,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IMMVQNWE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IMMVQNWE.tif,ADI
386,33.40414608108007,1.0688707482211606,23.94990445178189,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RAENWSLQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RAENWSLQ.tif,ADI
685,48.781023363045136,1.013723862486539,32.37877372723343,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-INFPGPWW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-INFPGPWW.tif,ADI
1089,20.789715959630286,1.092681400026894,19.64194664874572,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NSKYTAFC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NSKYTAFC.tif,ADI
529,109.42533409966161,1.1172658626930032,19.576944814319397,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-KVRRVHFH__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-KVRRVHFH.tif,ADI
592,89.53378647310888,1.1018229045266432,28.422286256627736,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RISGDWLF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RISGDWLF.tif,ADI
487,101.03696402047218,1.04144679294938,23.59337596844535,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LSKTNHKP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LSKTNHKP.tif,ADI
1291,11.081332633392048,1.005945859625586,13.019866885437967,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-SGEVKAWK__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-SGEVKAWK.tif,ADI
483,117.40580062796562,1.0916797495517685,23.584003540055832,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ERLTSYEG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ERLTSYEG.tif,ADI
1097,14.93892478782693,0.980957405263309,16.060210862604443,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CDYWGNNA__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CDYWGNNA.tif,ADI
1117,10.214861542275756,1.0246088827163498,12.242701516016881,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FMRPMKSE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FMRPMKSE.tif,ADI
314,174.41720269119642,1.15412186800164,52.159899224567674,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NKNYEPTR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NKNYEPTR.tif,ADI
730,32.598631116150926,0.9872290114740063,25.105526011303873,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FYILADSM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FYILADSM.tif,ADI
515,109.80000329806113,1.1586184103932242,28.016180096720134,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AKWIQDWY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AKWIQDWY.tif,ADI
245,239.9591908811203,1.1627453886517556,46.74774473100149,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MAMSHNRM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MAMSHNRM.tif,ADI
529,98.45368915763014,1.1606139770320987,18.592830223290637,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RYMNQKVW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RYMNQKVW.tif,ADI
378,147.82011026017642,1.0640801138672593,33.36631461499315,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AKDHTTIQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AKDHTTIQ.tif,ADI
461,32.655098594743606,1.006821052639685,25.58095028096572,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NNVMQHQE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NNVMQHQE.tif,ADI
283,44.42402960291519,1.0620960283222445,30.581779674418218,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MNAEFGFQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MNAEFGFQ.tif,ADI
671,28.81669237078268,0.9448389185416164,21.50314872571787,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IVTITCYQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IVTITCYQ.tif,ADI
408,37.10539327139692,1.0018359041110343,30.382927443925205,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HWYNDPWS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HWYNDPWS.tif,ADI
1196,36.69648939656633,1.059792573529267,22.65396903587209,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MPPSQVVY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MPPSQVVY.tif,ADI
1420,31.666198134255744,1.0558967979483171,18.157831691119114,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NDMKDPCC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NDMKDPCC.tif,ADI
1024,31.28418062718251,1.080223702344811,28.073409642362435,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RDSGRGAW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RDSGRGAW.tif,ADI
528,99.59469996122158,1.0676822404935953,31.727486787590262,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GKYKQFLS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GKYKQFLS.tif,ADI
723,69.3070560236838,1.0556085907960564,26.86328215563517,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DLTAHCSS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DLTAHCSS.tif,ADI
434,129.7188979055813,1.1467447233840835,30.648710153825782,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FCMVPVSL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FCMVPVSL.tif,ADI
467,119.28051750145683,1.1270993415936896,29.096904618757318,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-QNRMFQHG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-QNRMFQHG.tif,ADI
162,367.9074184582373,1.1858450785292267,64.76134896811973,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CGECQCAR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CGECQCAR.tif,ADI
470,19.34255377248138,1.049570484969868,18.085078217694257,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EGVRFDVT__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EGVRFDVT.tif,ADI
