num_objects,mean_area,mean_roundness,mean_perimeter_x,mask_path,source_path,class,mean_eccentricity,mean_solidity,mean_extent,mean_perimeter_y,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
288,206.19445063790428,1.1588979336284213,36.23251418573381,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GHLLFQIL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GHLLFQIL.tif,ADI,0.14151778562112818,0.9062247249309466,0.9061279296875,8931.287260632262,0.0,4.0,10.0,2.0,4.0,4.0,8.0,0.096875,0.9515625,0.8616198573063771,0.4305523284350941
1708,8.299180577151223,1.0277610242046558,10.883236026102999,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AINKGHEG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AINKGHEG.tif,ADI,0.4912008516241894,0.21711826244122107,0.2162933349609375,11551.189714161705,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.1805606617647059,0.909719669117647,0.7162438772242472,0.4674295481813778
467,23.39614631302809,1.033198278766228,19.815602973229186,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RWCLGIRD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RWCLGIRD.tif,ADI,0.7008870253943693,0.1838774823291821,0.166717529296875,6520.005589040131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09638480392156863,0.9518075980392157,0.796871957470954,0.6531676990370631
501,113.15369601356646,1.1256355359142178,26.228329776404873,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-SIRPKPYC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-SIRPKPYC.tif,ADI,0.23499834446081216,0.865020751953125,0.865020751953125,10510.872180518112,1.0,5.0,8.0,8.0,64.0,16.0,0.0,0.13160232843137254,0.9341988357843137,0.807503398359977,0.43676673429596125
1023,28.209189508120595,1.0075151766219343,21.458709823964064,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GHPVWMVM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GHPVWMVM.tif,ADI,0.3321692924174878,0.4406541556597291,0.440338134765625,16801.033831594348,0.0,4.0,18.0,2.0,12.0,4.0,0.0,0.1998314950980392,0.9000842524509803,0.5891944446576179,0.5946220216465495
1278,32.78795090660397,1.0493302014453894,22.70643229429525,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RACKSWRW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RACKSWRW.tif,ADI,0.32284271730107345,0.6394378233202607,0.6393890380859375,21707.44457894961,1.0,1.0,4.0,4.0,-16.0,4.0,0.0,0.32354473039215687,0.8382276348039216,0.5655240760528827,0.29865289894164865
665,79.68571667923308,1.0913396437711487,20.798555520234526,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LRTKFMMV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LRTKFMMV.tif,ADI,0.20077823146792176,0.8085784912109375,0.8085784912109375,11160.334121295236,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.13506433823529412,0.932467830882353,0.7572206133447557,0.5640202489543402
208,289.11058560708756,1.1063363634271821,42.57184280047204,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-SFQLRFYI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-SFQLRFYI.tif,ADI,0.21102042573180893,0.9176012817578393,0.9175872802734375,7773.561251143208,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.07982536764705882,0.9600873161764705,0.8810140855115814,0.469108217901696
465,21.604301724196926,1.0030807148990057,21.730840621989593,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EPARYREL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EPARYREL.tif,ADI,0.6611709840286695,0.15798329899825442,0.153289794921875,7263.682825293907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08884803921568628,0.9555759803921569,0.8120955687365052,0.6576799795488959
505,98.48911186920718,1.108816249161322,37.88870222836642,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MHFAKQEP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MHFAKQEP.tif,ADI,0.099672634240927,0.7589263916015625,0.7589263916015625,17396.16936294939,1.0,1.0,8.0,8.0,64.0,0.0,0.0,0.18203125,0.9089843750000001,0.6964735710748633,0.5026858424221463
201,302.6865762559715,1.2243578855116921,27.479367363498607,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EYWWGMCL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EYWWGMCL.tif,ADI,0.16924291271336625,0.9283447265625,0.9283447265625,4965.544694283532,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.04839154411764706,0.9758042279411765,0.9060423323537434,0.6362563339612771
661,79.70045625175274,1.1345331666448855,25.085207197584584,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-CDMASYHS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-CDMASYHS.tif,ADI,0.29073312037663074,0.803863525390625,0.803863525390625,13784.185201934068,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.15433517156862744,0.9228324142156863,0.7442912690558616,0.5108463055907613
1136,15.88644413915273,1.030245430973282,16.25301941471934,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FLCCEMKI__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FLCCEMKI.tif,ADI,0.5215040719222568,0.27578776857483417,0.2753753662109375,12678.129973106881,2.0,4.0,18.0,2.0,12.0,4.0,0.0,0.17051164215686274,0.9147441789215686,0.6779576256406696,0.5725840063074886
141,440.624126710198,1.232887966915866,26.777370616149422,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FIRAQDMD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FIRAQDMD.tif,ADI,0.18333606586814263,0.947998046875,0.947998046875,3369.016556859675,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.029518995098039215,0.9852405024509804,0.9344083506832052,0.699501472524974
410,109.21951547574703,0.9763246950656697,31.53201577845704,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ALFNALPY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ALFNALPY.tif,ADI,0.4267270467361996,0.68349716099884,0.68328857421875,11112.050716599551,0.0,0.0,2.0,2.0,-4.0,0.0,0.0,0.12279411764705882,0.9386029411764705,0.6781345424120915,0.7160290072518131
322,27.381988400112153,1.0335704479930699,19.377681171192787,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MPSRWQSS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MPSRWQSS.tif,ADI,0.5091246144347953,0.14794617088395196,0.1345367431640625,4457.065330094954,1.0,5.0,5.0,5.0,-15.0,5.0,20.0,0.058409926470588236,0.970795036764706,0.8437717524904164,0.7493685040120492
215,141.67442286012388,1.112069362477524,39.497266601708304,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FCPPISLR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FCPPISLR.tif,ADI,0.613038882911231,0.4774743706304668,0.46478271484375,7430.067781073506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08368566176470588,0.9581571691176471,0.652491830255168,0.8318119687349895
614,27.363193004318266,0.994507673911137,20.841594304347257,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IHTAFDEL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IHTAFDEL.tif,ADI,0.4611502964473268,0.26070697039289925,0.2563629150390625,10034.708437400821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12257965686274509,0.9387101715686275,0.7149717780016215,0.6784892630362139
600,41.41333457726509,0.9482664686689459,26.06701998774157,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LMPAIAQM__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LMPAIAQM.tif,ADI,0.5646832060582189,0.37940511818237344,0.379150390625,12723.930875552407,1.0,1.0,10.0,2.0,4.0,0.0,-8.0,0.13253676470588235,0.9337316176470587,0.6436132554992149,0.718480798203087
856,28.02803822505536,1.0850193872827412,23.84412323601622,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IEGDDCGV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IEGDDCGV.tif,ADI,0.2952704103528309,0.36627889224756494,0.3660888671875,15475.173008625246,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.1985447303921569,0.9007276348039217,0.6137162764489176,0.5723116733415303
1372,9.55685159901237,1.0251271406235518,11.9493533467388,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-PCDPVGFF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-PCDPVGFF.tif,ADI,0.39999683007561243,0.2011042944785276,0.2000732421875,10272.974418685055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568167892156863,0.9215916053921569,0.7401987714709798,0.5097644535158525
109,568.880751032417,1.1720215887907868,62.43209964611281,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FSTDKNTE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FSTDKNTE.tif,ADI,0.14057025418920485,0.9461669921875,0.9461669921875,6181.152954766495,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.06251531862745098,0.9687423406862745,0.9164296239690088,0.3843863065603689
174,353.9367922403898,1.2311931592586003,20.365154126011912,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LIWGHVAV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LIWGHVAV.tif,ADI,0.22663380522815102,0.9397125244140625,0.9397125244140625,3042.1576464628797,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.026776960784313724,0.9866115196078432,0.9278717322599375,0.7630233581406792
726,76.11845958664458,1.0842829680662673,19.365718117691078,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DIYFWVHS__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DIYFWVHS.tif,ADI,0.2699171208792862,0.8432440680552377,0.843231201171875,10496.81521858737,2.0,4.0,5.0,5.0,-15.0,8.0,-20.0,0.14558823529411766,0.9272058823529411,0.7818999053923755,0.4490307872980259
259,233.2548332610984,1.0994046035117189,31.89584079529084,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-FPSRELKW__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-FPSRELKW.tif,ADI,0.2506850115978387,0.9220684076374792,0.9218292236328125,6995.206778635658,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.07760416666666667,0.9611979166666667,0.885605851911434,0.4615328246302059
418,134.09091311859592,1.226540727015847,18.122933076725904,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AHRWTIFQ__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AHRWTIFQ.tif,ADI,0.345405982489699,0.855255126953125,0.855255126953125,6240.856490210213,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.06761642156862745,0.9661917892156863,0.8301107599610094,0.7272119986477474
623,18.052970044664516,1.0811637802142422,17.80338426380734,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-MGPYVWYR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-MGPYVWYR.tif,ADI,0.6892047811854859,0.18970431966535667,0.17296690452755906,7553.4027381285505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1113357843137255,0.9443321078431373,0.7848374934381864,0.609471424607873
114,538.3158056430684,1.1809689810471364,68.14798469206785,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ILKVWDHF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ILKVWDHF.tif,ADI,0.22128993995901433,0.9364585240798389,0.9364013671875,7266.033293188099,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.06957720588235294,0.9652113970588236,0.903513016344217,0.41496368011508866
319,37.54545567320688,1.0267318195008408,30.65734789408324,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HRDHVQIC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HRDHVQIC.tif,ADI,0.49615941699346416,0.19187452940516814,0.1827545166015625,7587.82095630428,2.0,0.0,8.0,8.0,64.0,0.0,0.0,0.09676776960784314,0.9516161151960785,0.7835546213590733,0.6759700901535168
474,116.38607944525413,1.147121336671907,14.153155655058795,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-LWQKVYLP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-LWQKVYLP.tif,ADI,0.2275415046000663,0.8417816162109375,0.8417816162109375,5171.0400769255375,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.05605085784313726,0.9719745710784314,0.8251972671022949,0.789393581179846
765,74.38300877018911,1.1040210636555667,16.470285129823,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RACSSMPP__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RACSSMPP.tif,ADI,0.3365784279664253,0.8682708740234375,0.8682708740234375,8871.147037580835,1.0,5.0,10.0,2.0,4.0,4.0,-8.0,0.11576286764705883,0.9421185661764706,0.8179750298902061,0.49350110340480574
291,42.993128439150325,1.066474037470493,31.02021220899799,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EDKQCEIV__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EDKQCEIV.tif,ADI,0.6125390661387691,0.2185556564880162,0.1909027099609375,7121.128568148855,1.0,1.0,10.0,2.0,4.0,0.0,-8.0,0.08855698529411765,0.9557215073529411,0.7814133908432384,0.7131092875834872
960,21.439583977313816,0.9556799782665215,19.27484320030265,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-RDEEALRN__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-RDEEALRN.tif,ADI,0.35162066062388986,0.3142577946071396,0.314056396484375,14129.628314341717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706954656862745,0.9146522671568628,0.6541935371159758,0.6034693318629177
64,1000.4219050496586,1.2686345902118763,39.79146132309203,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-DCPVMWCF__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-DCPVMWCF.tif,ADI,0.0804044100942481,0.9770043031098361,0.9769744873046875,2513.852993211135,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.015502450980392157,0.992248774509804,0.9694071799609857,0.6554060920290594
334,123.81437497649571,1.0598396659286875,42.589684347099144,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-KNQVCGQK__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-KNQVCGQK.tif,ADI,0.43239734068039754,0.63728406096377,0.631011962890625,12508.079287299297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13932291666666666,0.9303385416666665,0.6436460246757847,0.7009003914996628
490,35.55510310878446,1.0796320520374245,31.19822271839598,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-QILCSDFT__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-QILCSDFT.tif,ADI,0.7460987367923729,0.2743622047244095,0.265838623046875,11446.56943983867,0.0,0.0,9.0,1.0,-3.0,0.0,0.0,0.13662683823529412,0.931686580882353,0.700739752241311,0.6505741906994227
869,23.408516238219086,0.9620556682026853,17.992922542253933,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-GKGMFGGE__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-GKGMFGGE.tif,ADI,0.31238587866251194,0.310692957402288,0.310394287109375,12196.574311003804,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.1338235294117647,0.9330882352941177,0.6752632858842171,0.6874046730218509
760,68.56710732270713,1.1170784955798116,21.90550376177871,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-KPQMFNTC__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-KPQMFNTC.tif,ADI,0.3096480013385909,0.7951507568359375,0.7951507568359375,13302.425750580134,1.0,5.0,13.0,5.0,29.0,11.0,-28.0,0.16640625,0.9167968750000001,0.7319116667361947,0.48890875702586895
613,73.26590758404757,1.054829986114619,17.039303428388344,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-NIRKGYMA__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-NIRKGYMA.tif,ADI,0.310946029263962,0.685302734375,0.685302734375,8280.7418792657,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.1068014705882353,0.9465992647058825,0.6878740853962297,0.7524502244967693
558,79.26165112630082,1.1024541735784017,39.415542490751484,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ERHAFNDL__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ERHAFNDL.tif,ADI,0.24030311949856448,0.6749378137923667,0.67486572265625,19483.287111955484,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.19621629901960785,0.901891850490196,0.6349360371741914,0.5531813159812834
292,202.61301978451453,1.2259080135159865,20.590999445615417,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-EKWNGDVY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-EKWNGDVY.tif,ADI,0.35637476185901074,0.9027832880642109,0.9027557373046875,5181.095992835753,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.05082720588235295,0.9745863970588236,0.8809285521602406,0.7107506711976291
385,45.24155980047854,1.0660068782761702,23.81357490293735,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-AMQIINLK__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-AMQIINLK.tif,ADI,0.27058539308489743,0.2702685927971822,0.265777587890625,7174.443322668367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0957107843137255,0.9521446078431373,0.7232252079344943,0.7548360826520536
171,366.1579057351219,1.179509081968889,31.82933338594857,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-QNWKYIPR__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-QNWKYIPR.tif,ADI,0.20459101850088218,0.9553985595703125,0.9553985595703125,4488.440005138038,2.0,4.0,13.0,5.0,29.0,8.0,28.0,0.04609375,0.976953125,0.93350039791016,0.4552074337891136
270,218.3777843371882,1.149156828244372,39.16719308526972,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-HYLWGHKY__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-HYLWGHKY.tif,ADI,0.22759825144864732,0.8997161778618732,0.899688720703125,8915.66994490206,2.0,4.0,8.0,8.0,64.0,16.0,0.0,0.10612745098039215,0.9469362745098039,0.8511604797569651,0.4125616334133128
434,127.09677801115251,1.0620238171016376,30.024354614750134,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-ADVHSHPD__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-ADVHSHPD.tif,ADI,0.09898302236386985,0.8417004913480025,0.8416748046875,11434.179792362685,0.0,4.0,13.0,5.0,29.0,8.0,28.0,0.11151960784313726,0.9442401960784312,0.7965118392747765,0.5815177997904954
1177,42.185217919623184,1.0774912736568298,18.796990447000805,/workspace/outputs/preprocessing/masks_sitk/ADI/ADI-IIGVMRDG__mask.tif,/workspace/data/NCT-CRC-HE-100K/ADI/ADI-IIGVMRDG.tif,ADI,0.36924456820802165,0.7576525162511063,0.75762939453125,16244.827950302437,1.0,5.0,13.0,5.0,29.0,11.0,-28.0,0.20016850490196078,0.8999157475490196,0.6875657238563473,0.45480797900731645
